Year,Year ending,Police Service Area,Local Government Area,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2024,June,Wangaratta,Wangaratta,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,4,5.4,13.3
2024,June,Wangaratta,Wangaratta,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,5,6.7,16.6
2024,June,Wangaratta,Wangaratta,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,15,20.2,49.7
2024,June,Wangaratta,Wangaratta,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,6,8.1,19.9
2024,June,Wangaratta,Wangaratta,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,10,13.5,33.1
2024,June,Wangaratta,Wangaratta,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,1,1.3,3.3
2024,June,Wangaratta,Wangaratta,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,5,6.7,16.6
2024,June,Wangaratta,Wangaratta,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,16,21.6,53.0
2024,June,Wangaratta,Wangaratta,B Property and deception offences,B10 Arson,B11 Cause damage by fire,25,33.7,82.9
2024,June,Wangaratta,Wangaratta,B Property and deception offences,B10 Arson,B19 Other fire related offences,3,4.0,9.9
2024,June,Wangaratta,Wangaratta,B Property and deception offences,B20 Property damage,B21 Criminal damage,175,235.8,580.1
2024,June,Wangaratta,Wangaratta,B Property and deception offences,B20 Property damage,B22 Graffiti,20,27.0,66.3
2024,June,Wangaratta,Wangaratta,B Property and deception offences,B20 Property damage,B29 Other property damage offences,2,2.7,6.6
2024,June,Wangaratta,Wangaratta,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,6,8.1,19.9
2024,June,Wangaratta,Wangaratta,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1,1.3,3.3
2024,June,Wangaratta,Wangaratta,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,69,93.0,228.7
2024,June,Wangaratta,Wangaratta,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,36,48.5,119.3
2024,June,Wangaratta,Wangaratta,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,27,36.4,89.5
2024,June,Wangaratta,Wangaratta,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,94,126.7,311.6
2024,June,Wangaratta,Wangaratta,B Property and deception offences,B40 Theft,B43 Steal from a retail store,113,152.3,374.6
2024,June,Wangaratta,Wangaratta,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,43,57.9,142.5
2024,June,Wangaratta,Wangaratta,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,32,43.1,106.1
2024,June,Wangaratta,Wangaratta,B Property and deception offences,B40 Theft,B49 Other theft,170,229.1,563.5
2024,June,Wangaratta,Wangaratta,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,10,13.5,33.1
2024,June,Wangaratta,Wangaratta,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,54,72.8,179.0
2024,June,Wangaratta,Wangaratta,B Property and deception offences,B50 Deception,B54 State false information,3,4.0,9.9
2024,June,Wangaratta,Wangaratta,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,20,27.0,66.3
2024,June,Wangaratta,Wangaratta,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,2,2.7,6.6
2024,June,Wangaratta,Wangaratta,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,15,20.2,49.7
2024,June,Wangaratta,Wangaratta,C Drug offences,C30 Drug use and possession,C32 Drug possession,97,130.7,321.5
2024,June,Wangaratta,Wangaratta,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,27,36.4,89.5
2024,June,Wangaratta,Wangaratta,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,41,55.3,135.9
2024,June,Wangaratta,Wangaratta,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,12,16.2,39.8
2024,June,Wangaratta,Wangaratta,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,6,8.1,19.9
2024,June,Wangaratta,Wangaratta,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,12,16.2,39.8
2024,June,Wangaratta,Wangaratta,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,19,25.6,63.0
2024,June,Wangaratta,Wangaratta,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,5,6.7,16.6
2024,June,Wangaratta,Wangaratta,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,2,2.7,6.6
2024,June,Wangaratta,Wangaratta,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,1,1.3,3.3
2024,June,Wangaratta,Wangaratta,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,8,10.8,26.5
2024,June,Wangaratta,Wangaratta,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,50,67.4,165.7
2024,June,Wangaratta,Wangaratta,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,5,6.7,16.6
2024,June,Wangaratta,Wangaratta,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,7,9.4,23.2
2024,June,Wangaratta,Wangaratta,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,6,8.1,19.9
2024,June,Wangaratta,Wangaratta,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,198,266.8,656.3
2024,June,Wangaratta,Wangaratta,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,31,41.8,102.8
2024,June,Wangaratta,Wangaratta,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,132,177.9,437.5
2024,June,Wangaratta,Wangaratta,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,5,6.7,16.6
2024,June,Wangaratta,Wangaratta,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,3,4.0,9.9
2024,June,Wangaratta,Wangaratta,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,1,1.3,3.3
2024,June,Warrnambool,Corangamite,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,35,50.2,220.9
2024,June,Warrnambool,Corangamite,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,11,15.8,69.4
2024,June,Warrnambool,Corangamite,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",1,1.4,6.3
2024,June,Warrnambool,Corangamite,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,40,57.4,252.4
2024,June,Warrnambool,Corangamite,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,13,18.6,82.0
2024,June,Warrnambool,Corangamite,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,22,31.6,138.8
2024,June,Warrnambool,Corangamite,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1,1.4,6.3
2024,June,Warrnambool,Corangamite,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,1,1.4,6.3
2024,June,Warrnambool,Corangamite,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,1,1.4,6.3
2024,June,Warrnambool,Corangamite,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,1,1.4,6.3
2024,June,Warrnambool,Corangamite,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,2,2.9,12.6
2024,June,Warrnambool,Corangamite,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,4,5.7,25.2
2024,June,Warrnambool,Corangamite,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,6,8.6,37.9
2024,June,Warrnambool,Corangamite,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,5,7.2,31.6
2024,June,Warrnambool,Corangamite,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,1,1.4,6.3
2024,June,Warrnambool,Corangamite,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,14,20.1,88.4
2024,June,Warrnambool,Corangamite,B Property and deception offences,B10 Arson,B11 Cause damage by fire,4,5.7,25.2
2024,June,Warrnambool,Corangamite,B Property and deception offences,B10 Arson,B19 Other fire related offences,1,1.4,6.3
2024,June,Warrnambool,Corangamite,B Property and deception offences,B20 Property damage,B21 Criminal damage,68,97.5,429.1
2024,June,Warrnambool,Corangamite,B Property and deception offences,B20 Property damage,B22 Graffiti,5,7.2,31.6
2024,June,Warrnambool,Corangamite,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,6,8.6,37.9
2024,June,Warrnambool,Corangamite,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,34,48.8,214.6
2024,June,Warrnambool,Corangamite,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,27,38.7,170.4
2024,June,Warrnambool,Corangamite,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,17,24.4,107.3
2024,June,Warrnambool,Corangamite,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,29,41.6,183.0
2024,June,Warrnambool,Corangamite,B Property and deception offences,B40 Theft,B43 Steal from a retail store,15,21.5,94.7
2024,June,Warrnambool,Corangamite,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,4,5.7,25.2
2024,June,Warrnambool,Corangamite,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,8,11.5,50.5
2024,June,Warrnambool,Corangamite,B Property and deception offences,B40 Theft,B49 Other theft,87,124.8,549.0
2024,June,Warrnambool,Corangamite,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,2,2.9,12.6
2024,June,Warrnambool,Corangamite,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,22,31.6,138.8
2024,June,Warrnambool,Corangamite,B Property and deception offences,B50 Deception,B54 State false information,1,1.4,6.3
2024,June,Warrnambool,Corangamite,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,1,1.4,6.3
2024,June,Warrnambool,Corangamite,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,5,7.2,31.6
2024,June,Warrnambool,Corangamite,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,3,4.3,18.9
2024,June,Warrnambool,Corangamite,C Drug offences,C30 Drug use and possession,C32 Drug possession,17,24.4,107.3
2024,June,Warrnambool,Corangamite,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,10,14.3,63.1
2024,June,Warrnambool,Corangamite,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,10,14.3,63.1
2024,June,Warrnambool,Corangamite,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,1,1.4,6.3
2024,June,Warrnambool,Corangamite,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,2,2.9,12.6
2024,June,Warrnambool,Corangamite,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,1,1.4,6.3
2024,June,Warrnambool,Corangamite,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,2,2.9,12.6
2024,June,Warrnambool,Corangamite,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,16,23.0,101.0
2024,June,Warrnambool,Corangamite,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2,2.9,12.6
2024,June,Warrnambool,Corangamite,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,1,1.4,6.3
2024,June,Warrnambool,Corangamite,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,38,54.5,239.8
2024,June,Warrnambool,Corangamite,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,5,7.2,31.6
2024,June,Warrnambool,Corangamite,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,13,18.6,82.0
2024,June,Warrnambool,Corangamite,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,1,1.4,6.3
2024,June,Warrnambool,Moyne,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,2.9,11.3
2024,June,Warrnambool,Moyne,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,14,20.1,79.0
2024,June,Warrnambool,Moyne,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,10,14.3,56.4
2024,June,Warrnambool,Moyne,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",1,1.4,5.6
2024,June,Warrnambool,Moyne,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,23,33.0,129.8
2024,June,Warrnambool,Moyne,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,13,18.6,73.4
2024,June,Warrnambool,Moyne,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,23,33.0,129.8
2024,June,Warrnambool,Moyne,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,2,2.9,11.3
2024,June,Warrnambool,Moyne,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,1,1.4,5.6
2024,June,Warrnambool,Moyne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,2,2.9,11.3
2024,June,Warrnambool,Moyne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,2,2.9,11.3
2024,June,Warrnambool,Moyne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,4,5.7,22.6
2024,June,Warrnambool,Moyne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,7,10.0,39.5
2024,June,Warrnambool,Moyne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,3,4.3,16.9
2024,June,Warrnambool,Moyne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,4,5.7,22.6
2024,June,Warrnambool,Moyne,B Property and deception offences,B10 Arson,B11 Cause damage by fire,6,8.6,33.9
